,Unnamed: 0,name,gender,关注,粉丝,time,rating,text,useful,,,,,,,,,
374,374,M24****5890,female,0,0,2018/5/21,width:100%;,超赞的一次体验，平遥的街，平遥的美食，平遥的人都超nice。尤其是《又见平遥》把山西的镖局文化，大院文化，票号文化，仁义忠孝文化，根祖文化，面食文化全部融汇在这90分钟的穿越中。平台的服务也超棒，提前联系我们，还把票送到剧场门口，感谢那位**姐,有用 （4）,,,,,,,,,
379,379,201****387,female,0,0,2017/11/5,width:100%;,来平遥旅游必看王潮歌导演印象系作品，第一次观看这种浸入式戏剧，场景完美还原了一百多年前的平遥古城，讲述了一个关于义气的故事，在某个瞬间真的觉得自己传阅回了那个年代。友情提示，如果在携程购票一定要趁早，差点没买到晚7点场次，错过就太可惜了。,有用 （4）,,,,,,,,,
380,380,和你在一起984,female,0,0,2017/9/30,width:100%;,已经看过两次了，新颖的表演形式，每次看完都觉得意犹未尽。整个故事情节的连续性，各个环节中演员们的投入，还有细节的刻画，让人觉得票价虽贵，花的值！,有用 （4）,,,,,,,,,
386,386,霜雨鲤,female,2,6,2017/4/5,width:100%;,"初见平遥，《又见平遥》。
最大看点是景不动，人动，真真的来了一把“穿越”（与以往“印象”系列的实景演出有很大不同，《又见平遥》突破了原来利用山水实景的布景，而是挪到了室内，并把古城的元素和演出有机地融合在一起）
《又见平遥》讲述了一个关于血脉传承、生生不息的故事：清朝末期，平遥古城票号东家赵易硕抵尽家产，从沙俄保回了分号王掌柜的一条血脉。同兴公镖局232名镖师同去，七年过后，赵东家本人连同232名镖师全部死在途中，而王家血脉得以延续。",有用 （4）,,,,,,,,,
387,387,205****327,female,2,23,2017/2/2,width:100%;,很震撼的一个情景话剧，也是我觉得在平遥唯一值得去的地方。主要说的是一个关于镖局的故事，清朝末期，平遥票号的东家赵易硕和232名镖师，从沙俄保回了分号王掌柜的唯一子嗣。而镖局的232名镖师连同赵易硕皆有去无回，七年后仅有肉票自己回了平遥……从接镖，到离家沐浴分离，到魂魄归平遥……很是感人，富有教育意义，卖票的地方也很多，价格不等，但值得一看,有用 （4）,,,,,,,,,
400,400,Grace_cyt,female,0,29,2018/10/28,width:100%;,《又见平遥》讲述了这样一个故事：清朝末期，平遥古城票号赵东家抵尽家产，从沙俄保回了分号王掌柜的一条血脉。同兴公镖局232名镖师同去，但七年过后，赵东家本人连同232名镖师全部死在途中，而王家血脉得以延续。让我印象深刻的剧并不多，除了拉斯维加斯的那场之外，《又见平遥》算是其二。在这里你不再是观众，已然成为剧中的一部分，跟随自己的脚步，追踪故事，身临其境，入情入境。整个舞台剧将平遥的票号、镖局等最具特色的元素融入其中，结合灯光、音乐、舞蹈，烘托主题，将当时的平遥活灵活现的展现在观众面前，很赞！建议让你的住店老板代买演出票，比现场和携程的票都便宜不少。演出晚上7点开始，8点半结束，剧场在古城外面，步行15分钟左右。,有用 （3）,,,,,,,,,
401,401,索菲看世界,female,0,0,2018/10/1,width:20%;,携程买演出票很不靠谱，按照游戏规则买的高价票，黄牛明目张胆涨价，并且不按照约定出票，差点没有看成演出，心情坏到极点，去窗口临时买，工作人员两张面孔，一开始说没有，演出开始了又开始卖票放人，简直乱象重生。不知道是携程还是当地票务和黄牛串通一气，令人气氛。,有用 （3）,,,,,,,,,
403,403,M25****004,female,0,0,2018/4/10,width:20%;,本人原来旅游都以携程为首选，但这次确实太让人失望了！一家四口在携程上定的4月6日晚21:00的演出门票，一大早携程管理人员来通电话说随后将取票人联系方式以短信方式发送，但一直未发短信，晚20点就开始联系管理人员都一直不通，直到演出即将开始都不知道从哪取票，4月的平遥天寒风大，竟让客户在偌大个广场吹着风自己找送票人员，人生地不熟，要是我没有凑巧碰到其他人员在领票我去哪拿票观演，提早在携程上订票就是想图个省心方便，没想到却整出了这么一出闹剧，太让人失望了！,有用 （3）,,,,,,,,,
409,409,300****183,female,0,0,2017/5/21,width:20%;,网上订票贵，大家去现场买吧！！,有用 （3）,,,,,,,,,
411,411,M34****042,female,0,0,2017/2/4,width:20%;,演出很不错，给好评。给携程卖家差评，送票的人一问三不知，态度还极其恶劣，希望可以改进,有用 （3）,,,,,,,,,
421,421,_奔儿头_,female,2,49,2019/12/17,width:100%;,"?位置：平遥古城西门外，走路过去即可。
?票价：??￥228
?剧院：?这个剧院不是很好，等待区域太小，人口密集，空气不流通，卫生间排大队，体验感很不好。
?演出：又见系列看过两次，这场故事一般，情景体验依旧震撼，舞台效果也很好，值得一看。",有用 （2）,,,,,,,,,
431,431,_WeCh****571300,female,0,0,2018/9/6,width:40%;,去拿门票的时候不是他们找我，而是我找他们，在古城里面绕啊，问人啊，大热天的走了好久才找到人家给的地址，不是一般的偏，令人痛苦。演出的确挺不错的，但是可能不太值这个价，有些偏贵。而且在古城走了那么久脚早就酸了，还要配合演员足足站了一个小时。那段选妻的确不错，都是美女，还有镖师洗澡的部分，挺感动，最后半个小时坐着观看总算能歇歇脚。总体还可以吧，不算满意。,有用 （2）,,,,,,,,,
432,432,Rabbit Chen,female,2,0,2018/6/19,width:60%;,"建议到景点找客栈老板之类的订 可以比网上价格低20
前一小时要跟着走 没有座位号 最后半小时在剧场坐着
舞美之类很好 故事逻辑和三观简直不能苟同
女人是商品 意义在于生孩子和慰劳男人 
为了自己的仁义 几百号人的性命连同自己的性命都可以放弃 
exo me？！",有用 （2）,,,,,,,,,
434,434,202****703,female,0,0,2018/4/7,width:60%;,首先趁节日涨价就很过分，再有不习惯这个形式，如果老人腿脚不方便的看不了，而且剧情有些压抑,有用 （2）,,,,,,,,,
435,435,M26****7057,female,0,0,2018/4/7,width:100%;,携程买票很方便，演出非常精彩。,有用 （2）,,,,,,,,,
444,444,M24****3593,female,0,0,2017/10/4,width:100%;,买的国庆节当天中午两点多的票，人很多，演出很精彩，很有创意，开两个多小时的车也值得了！,有用 （2）,,,,,,,,,
445,445,杨坤,female,37,252,2017/8/26,width:100%;,这场演出《又见平遥》，是网络上传的比较火的，是平遥的一张名片，价钱真是小贵，正常售票价钱，220元吧客栈老板给定的170元。,有用 （2）,,,,,,,,,
462,462,_U4****9791,female,0,0,2017/5/30,width:100%;,虽然票价不便宜，但是很值，演员演的超好，对的起这个价格,有用 （2）,,,,,,,,,
477,477,louisa0,female,3,327,2017/3/11,width:100%;,本来对印象XX之类的旅游宣传表演并不感冒，但听每一个看完的人对此评价都很高，便忍不住去看了。看完之后真的无比震撼，其规模宏大、舞台布景的精致和形式的独一无二惊艳到我了。国内真的没有任何一个舞台剧能与之相比。,有用 （2）,,,,,,,,,
485,485,M33****085,female,3,3,2016/10/8,width:80%;,这是不一样的演出，是当年平遥古城风貌再现。选妻、出征、洗澡和面条舞蹈让人记忆深刻。但是价格也不低呀！,有用 （2）,,,,,,,,,
488,488,小跑儿,female,2,0,2016/10/1,width:20%;,本来想从携程订票，结果显示小南门，导游说和进场的西门还是北门距离太远，想打电话问没有电话，联系携程，没有办法也没有电话。最后从大众搜的一家有电话的，218 一张票，开始说给送票，后来交钱后就不给送了，当地其实那都有卖票的。根本没必要买，当地导游说也就160一张，印象不佳,有用 （2）,,,,,,,,,
491,491,U44658****785746,female,1,0,2016/7/14,width:100%;,又见平遥结合平遥的历史，以票号和镖局为故事的主线。采用观众参与的表演形式，还是很新颖的。里面最感人的一段就是镖师临行前洗澡的一段，还有最后我们的名字都叫山西一段，很不错。,有用 （2）,,,,,,,,,
493,493,153****2225,female,0,0,2016/7/7,width:100%;,"30万两白银，232名镖师，他为了另一个姓氏的血脉延续，倾家荡产千里走镖，只为一个义字当头，便义无反顾的去了沙俄，从此山水迢迢，归家路遥遥无期。可能你永远无法理解此行此举，你都不是他。
那个年代还有江湖，你是英雄好汉需要抱负，入死出生你做主，哪怕是胡汉不归路？哪怕是文人墨客弱书生手执笔，心怀了天下，只为仁德。
赵易硕为平遥城的票号东家，得知分局王掌柜全家在沙俄落难身死，举尽家产从沙俄手中保出了分掌柜独子，带着同兴公镖局232名镖师远赴沙俄送银换人。
都知道此行危险重重，生少离多，真想知道那同行的镖师是怀着怎样无畏的心态远行，从此家就在身后渐行渐远无归路。",有用 （2）,,,,,,,,,
502,502,乔儿,female,0,0,2015/8/16,width:100%;,该剧好评如潮，耐不住好奇去看了，从携程订票订了两次，给我退了两次，实在郁闷，后来还好在售票处买到了，没让我大老远的白跑一趟。再说说剧情，刚一进去确实有些不习惯，感觉压抑，后来慢慢融入剧情中，会随着故事或喜或悲，震撼，但却心情沉重。如果来平遥的话就来看看吧，在时空的交错里了解平遥的精神，平遥人民。,有用 （2）,,,,,,,,,
503,503,晴天小时代,female,0,19,2015/8/15,width:100%;,去平遥最大的收获就是这个了，从携程直接定好票，直接在演艺中心门口凭身份证取票，很方便。我买的普通票，进去以后一直是边走边观演，直到最后一幕坐下来欣赏，座位自己进去以后随机坐，所以不用担心预定座位的问题。表演很震撼，强烈推荐！,有用 （2）,,,,,,,,,
522,522,M21****832,female,0,0,2019/9/28,width:80%;,感受一般。听说很震撼，所以来了。设计还行，但问题是、全程几乎都是站着，好辛苦好累的！实在很考验体力啊！吃不消！票价也比较贵，没达到预期。,有用 （1）,,,,,,,,,
524,524,Adia,female,0,0,2019/9/17,width:20%;,反复确认之后还是给我定成了下午场，我朋友在另一个平台订的就没问题。最后买不到票只能把我朋友的票给退了 非常不合理！门口黄牛又298一张再卖掉。来回车票又花了40，真的一天的好心情都毁了,有用 （1）,,,,,,,,,
525,525,M29****7863,female,0,0,2019/9/13,width:20%;,为什么上面显示没有学生票？**和朋友过来才知道有学生票，被坑了一百多!!!来的好兴致全没了!服了真的是!,有用 （1）,,,,,,,,,
541,541,M25****5116,female,0,0,2019/8/10,width:40%;,去一次就够！价钱太贵，没啥好看的，不推荐！,有用 （1）,,,,,,,,,
550,550,M33****7736,female,0,0,2019/7/15,width:80%;,演出不错。外面票贩子太多，比售票点便宜的多呢强管理。城里电瓶车乱要价。最多60就能包车。城里旅店也是乱要价。我携程260订的去了还能砍价150住的，,有用 （1）,,,,,,,,,
551,551,M27****8887,female,0,0,2019/7/12,width:100%;,非常震撼！！！第一次观看这种形式的演出，虽然演出票买贵了，但不后悔，因为演的真的非常好！值得观看！！！,有用 （1）,,,,,,,,,
554,554,_WeCh****423491,female,0,0,2019/7/8,width:100%;,从携程订票很方便，订完立即有工作人员和我联系交票地点。演出就更不用说了，已经第二次观看，依旧很震撼，感觉目前国内最好看的旅游景点演出。喜欢王潮歌导演。建议看完表演再去逛古城，别样的感受。,有用 （1）,,,,,,,,,
561,561,凝视的人,female,0,0,2019/5/21,width:100%;,外出旅游看过很多演出，绝大部分演出虽然说是也精彩。但是，无论是演出内容的主题思想境界、演出场所的环境设施、演员的表演功力和敬业水平，很少有能达到《又见平遥》这种水平的，不愧是大家之作！一些演出表演也很投入，但是让人觉得他的表演就是为了你的门票钱。《又见平遥》可不是这样，人家演出，是为了展示中国人的义！整场演出讲的是中国人的血脉传承。用一个故事，跨越150年的时光，展现出平遥人民的忠勇侠义，更进一步展示了中华民族血脉中最珍贵的东西，非常感人。,有用 （1）,,,,,,,,,
564,564,115****002,female,2,0,2019/4/23,width:100%;,每次去都是秋冬，每次去也必看，身临其境的感受曾经盛世繁华的平遥城，被感染、被感动。每天都有固定的场次，去之前要一起订票，去平遥非常值得一看的！,有用 （1）,,,,,,,,,
566,566,俭以养德小吴子,female,0,0,2019/3/28,width:20%;,到剧场门口被检票员支走到小南门取票，开回来打了三次车溜了一个够，剧场又能领票了，7点半才进的场，前面完全没看见，后面进入场景也快结束了，真的是非常失败的体验！花钱买罪受！对这次服务的极端不满意，建议大家淡季直接到平遥城里再买票，不要在网上买票。,有用 （1）,,,,,,,,,
